_1,_2
"\"\"\"Aécio,",29
médicos,29
acredito,29
@VEJA,29
comício,29
imprensa,29
sociais,29
chamando,29
cinismo,29
piada,29
#debatesbt,29
jogo,29
filho,29
Dilminha,29
ridículo,29
Vc,29
entrevista,29
coloca,29
vídeo,29
terá,29
DILMA,29
hahaha,29
#Eleicoes2014,29
juntos,29
daqui,29
Dado,29
vice,28
"dele,",28
19,28
atacando,28
Ronaldo,28
não.,28
baixo,28
anúncios,28
Cara,28
Veja,28
dizem,28
"presidente,",28
acreditar,28
#AécioPresidente,28
combate,28
@diImabr,28
promete,28
apóia,28
voz,28
tenha,28
fico,28
Aécio..,28
@UOL,28
Tô,28
#AecioNever,28
existe,28
R$,28
certo,28
Relatórios,28
ganhe,28
votem,28
Ah,28
seca,28
"PSDB,",28
irá,27
pública,27
Tudo,27
elogiando,27
debate:,27
passando,27
lugar,27
teria,27
Dos,27
pró,27
Petrobras.,27
sabia,27
usando,27
tráfico,27
Ainda,27
Adoro,27
tom,27
encontro,27
Governador,27
turno.,27
podem,27
Datafolha:,27
dias,27
drogado,27
chegou,27
"tudo,",27
próprio,27
Parabéns,27
desses,27
tivesse,27
"agora,",26
sido,26
Propaganda,26
2014/10/17,26
agora.,26
processar,26
este,26
#AécioPelaMudança,26
"mentira,",26
The,26
Eleitores,26
deixou,26
rejeição,26
#QueroDilma13,26
afirma,26
critica,26
"nada,",26
bêbado,26
hein,26
cocaína,26
violência,26
comercial,26
#EuVouDeAécio,26
próximo,26
tentando,26
órgão,26
ditadura,26
"\"\"\"Eu",26
"gente,",26
país.,26
postura,26
palavra,26
Buarque,25
msm,25
"ele,",25
votos.,25
candidatos,25
"\"\"\"@folha_com:",25
cabeça,25
Melhor,25
Odeio,25
super,25
aplausos,25
poderia,25
argumentos,25
#PSDBNuncaMais,25
odeio,25
Porto,25
números,25
c/,25
26,25
#AgoraÉAecioBrasil,25
diferença,25
pagar,25
Kkkkkkk,25
devolver,25
mto,25
foge,25
"MG,",25
mentir,25
lhe,25
respeita,25
noite,25
posso,25
tira,25
João,25
mínimo,25
desvio,25
pega,25
ate,25
"Marina,",24
temos,24
"cara,",24
compara,24
amo,24
Petrobrás,24
trabalho,24
